track,artist,valence_tags,arousal_tags,dominance_tags,genre,emotion,tags_with_weights,tag_text
Girl,Sibylle Baier,6.8,2.9448799999999995,6.427359999999998,folk,happy,"[('folk', 100), ('female vocalists', 95), ('singer-songwriter', 53), ('Mellow', 53), ('soft', 48), ('acoustic', 24), ('indie', 18), ('Lo-Fi', 18), ('female vocalist', 18), ('vugube62', 18), ('female', 12), ('indie folk', 12), ('folklore', 12), ('field recordings', 12), ('1960s', 12), ('under two minutes', 12), ('vocal', 6), ('70s', 6), ('alternative', 6), ('calm', 6)]",folk folk folk folk folk folk folk folk folk folk female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter Mellow Mellow Mellow Mellow Mellow soft soft soft soft acoustic acoustic indie Lo-Fi female vocalist vugube62 female indie folk folklore field recordings 1960s under two minutes
America Loves Gangsters,CunninLynguists,5.65,6.6,5.57,hip-hop,happy,"[('Hip-Hop', 100), ('hip hop', 80), ('Dope', 80), ('rap', 60), ('CunninLynguists', 60), ('conversation with god', 60), ('Real hip-hop', 40), ('brain2brain', 40), ('seen live', 20), ('intense', 20), ('loved', 20), ('underground', 20), ('2006', 20), ('Fett', 20), ('hop', 20), ('stream', 20), ('qn5', 20), ('detente', 20), ('wity hop', 20), ('this fuckin song is badass', 20)]",Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop hip hop hip hop hip hop hip hop hip hop hip hop hip hop hip hop Dope Dope Dope Dope Dope Dope Dope Dope rap rap rap rap rap rap CunninLynguists CunninLynguists CunninLynguists CunninLynguists CunninLynguists CunninLynguists conversation with god conversation with god conversation with god conversation with god conversation with god conversation with god Real hip-hop Real hip-hop Real hip-hop Real hip-hop brain2brain brain2brain brain2brain brain2brain seen live seen live intense intense loved loved underground underground 2006 2006 Fett Fett hop hop stream stream qn5 qn5 detente detente wity hop wity hop this fuckin song is badass this fuckin song is badass
04 - Pleasure and Pain,Ben Harper & The Innocent Criminals,6.62,2.97,6.8533333333333335,unknown,happy,"[('Mellow', 100), ('current favourites', 50)]",Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow current favourites current favourites current favourites current favourites current favourites
Careless Love,Bonnie 'Prince' Billy,4.228728813559322,3.391101694915254,4.531864406779661,folk,sad,"[('folk', 100), ('singer-songwriter', 100), ('Alt-country', 58), ('americana', 29), ('blues', 29), ('soft', 29), ('chillout', 15), ('jazz', 15), ('rock', 15), ('Love', 15), ('acoustic', 15), ('other', 15), ('singer', 15), ('genius', 15), ('raw', 15), ('love songs', 15), ('men', 15), ('sleepytime', 15), ('heartbreak', 15), ('nostalgia', 15)]",folk folk folk folk folk folk folk folk folk folk singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter Alt-country Alt-country Alt-country Alt-country Alt-country americana americana blues blues soft soft chillout jazz rock Love acoustic other singer genius raw love songs men sleepytime heartbreak nostalgia
Square Four,Buck 65,4.4,6.0,4.48,unknown,sad,"[('spooky', 100), ('haunting', 50), ('funky', 50), ('personal favourites', 50), ('adrien wayne', 50), ('dark and long', 50), ('Trivially Serious', 50)]",spooky spooky spooky spooky spooky spooky spooky spooky spooky spooky haunting haunting haunting haunting haunting funky funky funky funky funky personal favourites personal favourites personal favourites personal favourites personal favourites adrien wayne adrien wayne adrien wayne adrien wayne adrien wayne dark and long dark and long dark and long dark and long dark and long Trivially Serious Trivially Serious Trivially Serious Trivially Serious Trivially Serious
Der Zörn Gottes,Dernière Volonté,5.4,4.23,4.59,martial industrial,happy,"[('martial industrial', 100), ('seen live', 50), ('ambient', 50), ('neofolk', 50), ('martial', 50), ('martial ambient', 50), ('Martial Neofolk', 50), ('Military Ambient', 50)]",martial industrial martial industrial martial industrial martial industrial martial industrial martial industrial martial industrial martial industrial martial industrial martial industrial seen live seen live seen live seen live seen live ambient ambient ambient ambient ambient neofolk neofolk neofolk neofolk neofolk martial martial martial martial martial martial ambient martial ambient martial ambient martial ambient martial ambient Martial Neofolk Martial Neofolk Martial Neofolk Martial Neofolk Martial Neofolk Military Ambient Military Ambient Military Ambient Military Ambient Military Ambient
For Muzik,4minute,6.203333333333333,5.766666666666667,5.673333333333334,k-pop,happy,"[('k-pop', 100), ('Korean', 89), ('4minute', 67), ('dance', 56), ('r&b', 45), ('Brutal Death Metal', 45), ('brutal deathcore', 45), ('pop', 34), ('2009', 34), ('intro', 34), ('Melodic Death Metal', 34), ('deathcore', 34), ('Kpop', 34), ('slam death metal', 34), ('moshcore', 34), ('hip hop', 23), ('grindcore', 23), ('female vocalists', 23), ('goregrind', 23), ('visual kei', 23)]",k-pop k-pop k-pop k-pop k-pop k-pop k-pop k-pop k-pop k-pop Korean Korean Korean Korean Korean Korean Korean Korean 4minute 4minute 4minute 4minute 4minute 4minute dance dance dance dance dance r&b r&b r&b r&b Brutal Death Metal Brutal Death Metal Brutal Death Metal Brutal Death Metal brutal deathcore brutal deathcore brutal deathcore brutal deathcore pop pop pop 2009 2009 2009 intro intro intro Melodic Death Metal Melodic Death Metal Melodic Death Metal deathcore deathcore deathcore Kpop Kpop Kpop slam death metal slam death metal slam death metal moshcore moshcore moshcore hip hop hip hop grindcore grindcore female vocalists female vocalists goregrind goregrind visual kei visual kei
South Pennsylvania Waltz,16 Horsepower,4.035238095238095,3.5428571428571427,3.795873015873016,country,sad,"[('Alt-country', 100), ('southern gothic', 75), ('country', 63), ('folkrock', 63), ('gloomy', 50), ('rock', 25), ('americana', 25), ('Awesome', 25), ('New Weird America', 25), ('gothabilly', 25), ('16 Horsepower', 25), ('16hp', 25), ('indie', 13), ('punk', 13), ('Grunge', 13), ('alternative', 13), ('folk', 13), ('Gothic', 13), ('psychedelic', 13), ('late night', 13)]",Alt-country Alt-country Alt-country Alt-country Alt-country Alt-country Alt-country Alt-country Alt-country Alt-country southern gothic southern gothic southern gothic southern gothic southern gothic southern gothic southern gothic country country country country country country folkrock folkrock folkrock folkrock folkrock folkrock gloomy gloomy gloomy gloomy gloomy rock rock americana americana Awesome Awesome New Weird America New Weird America gothabilly gothabilly 16 Horsepower 16 Horsepower 16hp 16hp indie punk Grunge alternative folk Gothic psychedelic late night
Galaxy Gramophone,The Soundtrack of Our Lives,4.14,6.62,3.32,swedish,sad,"[('swedish', 100), ('psychedelic', 100), ('explosive', 100), ('brilliant', 100), ('10 of 10 stars', 100), ('1996', 100), ('neo psychedelic', 100), ('b side', 100)]",swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic explosive explosive explosive explosive explosive explosive explosive explosive explosive explosive brilliant brilliant brilliant brilliant brilliant brilliant brilliant brilliant brilliant brilliant 10 of 10 stars 10 of 10 stars 10 of 10 stars 10 of 10 stars 10 of 10 stars 10 of 10 stars 10 of 10 stars 10 of 10 stars 10 of 10 stars 10 of 10 stars 1996 1996 1996 1996 1996 1996 1996 1996 1996 1996 neo psychedelic neo psychedelic neo psychedelic neo psychedelic neo psychedelic neo psychedelic neo psychedelic neo psychedelic neo psychedelic neo psychedelic b side b side b side b side b side b side b side b side b side b side
Would You Mind,Janet Jackson,7.019310344827586,6.472413793103449,5.888275862068965,pop,happy,"[('sexy', 100), ('rnb', 70), ('pop', 40), ('female vocalists', 40), ('janet jackson', 35), ('soul', 25), ('2000s', 25), ('rap', 20), ('sensual', 15), ('janet jackson - would you mind', 15), ('hip hop', 10), ('dance', 10), ('urban', 10), ('dirty', 10), ('sex', 10), ('00s', 10), ('2001', 10), ('Erotic', 10), ('Hip-Hop', 5), ('electronic', 5)]",sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy rnb rnb rnb rnb rnb rnb rnb pop pop pop pop female vocalists female vocalists female vocalists female vocalists janet jackson janet jackson janet jackson soul soul 2000s 2000s rap rap sensual janet jackson - would you mind hip hop dance urban dirty sex 00s 2001 Erotic
Quarter To Seven,The Fairways,5.9,3.81,6.67,unknown,happy,"[('aaa', 100), ('earnest', 100), ('love song', 100), ('Rushmore', 100), ('a mental popsicle', 100), ('city calm down', 100)]",aaa aaa aaa aaa aaa aaa aaa aaa aaa aaa earnest earnest earnest earnest earnest earnest earnest earnest earnest earnest love song love song love song love song love song love song love song love song love song love song Rushmore Rushmore Rushmore Rushmore Rushmore Rushmore Rushmore Rushmore Rushmore Rushmore a mental popsicle a mental popsicle a mental popsicle a mental popsicle a mental popsicle a mental popsicle a mental popsicle a mental popsicle a mental popsicle a mental popsicle city calm down city calm down city calm down city calm down city calm down city calm down city calm down city calm down city calm down city calm down
French Blue,Janet Jackson,6.536666666666667,5.14,6.18,soul,happy,"[('soul', 100), ('sexy', 100), ('dance', 100), ('urban', 100), ('funk', 100), ('cool', 100), ('b-side', 100), ('funny', 100), ('1984', 100), ('favorite by this singer', 100), ('medley', 100), ('1980s', 100), ('Eccentric', 100), ('attitude', 100), ('sleek', 100), ('stuttering', 100), ('the worst Janet song', 100), ('Fun With Vinyl', 100)]",soul soul soul soul soul soul soul soul soul soul sexy sexy sexy sexy sexy sexy sexy sexy sexy sexy dance dance dance dance dance dance dance dance dance dance urban urban urban urban urban urban urban urban urban urban funk funk funk funk funk funk funk funk funk funk cool cool cool cool cool cool cool cool cool cool b-side b-side b-side b-side b-side b-side b-side b-side b-side b-side funny funny funny funny funny funny funny funny funny funny 1984 1984 1984 1984 1984 1984 1984 1984 1984 1984 favorite by this singer favorite by this singer favorite by this singer favorite by this singer favorite by this singer favorite by this singer favorite by this singer favorite by this singer favorite by this singer favorite by this singer medley medley medley medley medley medley medley medley medley medley 1980s 1980s 1980s 1980s 1980s 1980s 1980s 1980s 1980s 1980s Eccentric Eccentric Eccentric Eccentric Eccentric Eccentric Eccentric Eccentric Eccentric Eccentric attitude attitude attitude attitude attitude attitude attitude attitude attitude attitude sleek sleek sleek sleek sleek sleek sleek sleek sleek sleek stuttering stuttering stuttering stuttering stuttering stuttering stuttering stuttering stuttering stuttering the worst Janet song the worst Janet song the worst Janet song the worst Janet song the worst Janet song the worst Janet song the worst Janet song the worst Janet song the worst Janet song the worst Janet song Fun With Vinyl Fun With Vinyl Fun With Vinyl Fun With Vinyl Fun With Vinyl Fun With Vinyl Fun With Vinyl Fun With Vinyl Fun With Vinyl Fun With Vinyl
Item-Sortilegium,Laïs,3.0,5.35,3.7,folk,sad,"[('folk', 100), ('female vocalists', 100), ('scary', 100), ('00s', 100), ('belgian', 100), ('close harmony', 100), ('Vlaams', 100), ('again', 100), ('1309fh', 100)]",folk folk folk folk folk folk folk folk folk folk female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists scary scary scary scary scary scary scary scary scary scary 00s 00s 00s 00s 00s 00s 00s 00s 00s 00s belgian belgian belgian belgian belgian belgian belgian belgian belgian belgian close harmony close harmony close harmony close harmony close harmony close harmony close harmony close harmony close harmony close harmony Vlaams Vlaams Vlaams Vlaams Vlaams Vlaams Vlaams Vlaams Vlaams Vlaams again again again again again again again again again again 1309fh 1309fh 1309fh 1309fh 1309fh 1309fh 1309fh 1309fh 1309fh 1309fh
In My Life,Johnny Cash,4.9443636363636365,3.958545454545455,5.037272727272727,country,sad,"[('country', 100), ('cover', 74), ('folk', 45), ('Johnny Cash', 44), ('covers', 43), ('acoustic', 24), ('beatles cover', 19), ('singer-songwriter', 16), ('sad', 13), ('cash', 13), ('beautiful', 10), ('00s', 10), ('beatles', 10), ('classic rock', 9), ('rock', 9), ('Love', 8), ('american', 8), ('male vocalists', 8), ('The Beatles', 8), ('60s', 7)]",country country country country country country country country country country cover cover cover cover cover cover cover folk folk folk folk Johnny Cash Johnny Cash Johnny Cash Johnny Cash covers covers covers covers acoustic acoustic beatles cover singer-songwriter sad cash beautiful 00s beatles
Why Don't We Do It in the Road?,The Beatles,6.277301587301587,5.396984126984128,5.912222222222224,classic rock,happy,"[('classic rock', 100), ('rock', 84), ('60s', 78), ('british', 52), ('The Beatles', 49), ('pop', 28), ('blues rock', 25), ('sex', 23), ('beatles', 21), ('1968', 21), ('sexy', 13), ('piano', 13), ('oldies', 13), ('Rock and Roll', 13), ('catchy', 10), ('blues', 10), ('fun', 10), ('classic', 9), ('hard rock', 9), ('male vocalists', 9)]",classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock rock rock rock rock rock rock rock rock 60s 60s 60s 60s 60s 60s 60s british british british british british The Beatles The Beatles The Beatles The Beatles pop pop blues rock blues rock sex sex beatles beatles 1968 1968 sexy piano oldies Rock and Roll catchy blues fun
Hello Sunshine,Super Furry Animals,6.787142857142857,3.970612244897959,6.312551020408163,indie,happy,"[('indie', 100), ('the oc', 63), ('rock', 49), ('indie rock', 46), ('alternative', 44), ('Mellow', 22), ('Soundtrack', 19), ('indie pop', 19), ('beautiful', 19), ('chill', 17), ('britpop', 17), ('summer', 17), ('Music From the OC', 17), ('pop', 14), ('psychedelic', 14), ('00s', 14), ('british i like', 14), ('welsh', 14), ('chillout', 11), ('happy', 11)]",indie indie indie indie indie indie indie indie indie indie the oc the oc the oc the oc the oc the oc rock rock rock rock indie rock indie rock indie rock indie rock alternative alternative alternative alternative Mellow Mellow Soundtrack indie pop beautiful chill britpop summer Music From the OC pop psychedelic 00s british i like welsh chillout happy
I'm Taking the Train Home,The Twilight Sad,4.296666666666667,4.213333333333333,3.8666666666666663,indie,sad,"[('indie', 100), ('indie rock', 72), ('shoegaze', 72), ('Scottish', 43), ('rock', 29), ('trains', 29), ('Eargasm', 29), ('alternative', 15), ('noise rock', 15), ('post-rock', 15), ('psychedelic', 15), ('amazing', 15), ('folk rock', 15), ('melancholic', 15), ('dramatic', 15), ('live', 15), ('love at first listen', 15), ('audioase', 15), ('personal favourites', 15), ('Chills', 15)]",indie indie indie indie indie indie indie indie indie indie indie rock indie rock indie rock indie rock indie rock indie rock indie rock shoegaze shoegaze shoegaze shoegaze shoegaze shoegaze shoegaze Scottish Scottish Scottish Scottish rock rock trains trains Eargasm Eargasm alternative noise rock post-rock psychedelic amazing folk rock melancholic dramatic live love at first listen audioase personal favourites Chills
Ring My Bell,Salty Dog,3.85,5.64,4.6,rock,sad,"[('rock', 100), ('80s', 100), ('hard rock', 100), ('hair metal', 100), ('rock n roll', 100), ('songs i love', 100), ('sleazy', 100), ('Cock rock', 100), ('80s Heavy Metal', 100), ('sleaze', 100), ('sleaze rock', 100), ('80s rock', 100), ('sleazy rock', 100), ('80s hard rock', 100)]",rock rock rock rock rock rock rock rock rock rock 80s 80s 80s 80s 80s 80s 80s 80s 80s 80s hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hair metal hair metal hair metal hair metal hair metal hair metal hair metal hair metal hair metal hair metal rock n roll rock n roll rock n roll rock n roll rock n roll rock n roll rock n roll rock n roll rock n roll rock n roll songs i love songs i love songs i love songs i love songs i love songs i love songs i love songs i love songs i love songs i love sleazy sleazy sleazy sleazy sleazy sleazy sleazy sleazy sleazy sleazy Cock rock Cock rock Cock rock Cock rock Cock rock Cock rock Cock rock Cock rock Cock rock Cock rock 80s Heavy Metal 80s Heavy Metal 80s Heavy Metal 80s Heavy Metal 80s Heavy Metal 80s Heavy Metal 80s Heavy Metal 80s Heavy Metal 80s Heavy Metal 80s Heavy Metal sleaze sleaze sleaze sleaze sleaze sleaze sleaze sleaze sleaze sleaze sleaze rock sleaze rock sleaze rock sleaze rock sleaze rock sleaze rock sleaze rock sleaze rock sleaze rock sleaze rock 80s rock 80s rock 80s rock 80s rock 80s rock 80s rock 80s rock 80s rock 80s rock 80s rock sleazy rock sleazy rock sleazy rock sleazy rock sleazy rock sleazy rock sleazy rock sleazy rock sleazy rock sleazy rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock
Quasimodo's Thump,Ernesto Schnack,7.12,6.1,6.86,acoustic,happy,"[('instrumental', 100), ('fast', 100), ('acoustic', 100), ('world', 100), ('groove', 100), ('ethnic', 100), ('Jam', 100), ('uptempo', 100), ('Middle-Eastern', 100), ('lively', 100)]",instrumental instrumental instrumental instrumental instrumental instrumental instrumental instrumental instrumental instrumental fast fast fast fast fast fast fast fast fast fast acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic world world world world world world world world world world groove groove groove groove groove groove groove groove groove groove ethnic ethnic ethnic ethnic ethnic ethnic ethnic ethnic ethnic ethnic Jam Jam Jam Jam Jam Jam Jam Jam Jam Jam uptempo uptempo uptempo uptempo uptempo uptempo uptempo uptempo uptempo uptempo Middle-Eastern Middle-Eastern Middle-Eastern Middle-Eastern Middle-Eastern Middle-Eastern Middle-Eastern Middle-Eastern Middle-Eastern Middle-Eastern lively lively lively lively lively lively lively lively lively lively
Arrival of the Birds,The Cinematic Orchestra,4.715815899581591,3.9075732217573225,4.5557322175732216,chill,sad,"[('chillout', 100), ('beautiful', 89), ('melancholy', 89), ('instrumental', 48), ('Something Beautiful', 48), ('theinfinitesadness', 30), ('chill', 24), ('Soundtrack', 18), ('epic', 18), ('strings', 18), ('orchestral', 18), ('violin', 18), ('melancholic', 18), ('Classical', 12), ('sad', 12), ('Dreamy', 12), ('Hope', 12), ('Heartbreaking', 12), ('sweet', 12), (""I'm in love"", 12)]",chillout chillout chillout chillout chillout chillout chillout chillout chillout chillout beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful melancholy melancholy melancholy melancholy melancholy melancholy melancholy melancholy instrumental instrumental instrumental instrumental Something Beautiful Something Beautiful Something Beautiful Something Beautiful theinfinitesadness theinfinitesadness theinfinitesadness chill chill Soundtrack epic strings orchestral violin melancholic Classical sad Dreamy Hope Heartbreaking sweet I'm in love
Mr. Handagote,Tomáš Dvořák,6.546666666666667,4.283333333333333,5.753333333333334,electronic,happy,"[('electronic', 100), ('Soundtrack', 60), ('ambient', 60), ('chillout', 20), ('chill', 20), ('experimental', 20), ('Love', 20), ('beautiful', 20), ('8-bit', 20), ('Soundtracks', 20), ('psychill', 20), ('video game music', 20), ('Perfection', 20), ('Videogame Music', 20), ('personal favourites', 20), ('eargasms', 20), ('Czech', 20), ('lush', 20), ('vgm', 20), ('Aural Sex', 20)]",electronic electronic electronic electronic electronic electronic electronic electronic electronic electronic Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack ambient ambient ambient ambient ambient ambient chillout chillout chill chill experimental experimental Love Love beautiful beautiful 8-bit 8-bit Soundtracks Soundtracks psychill psychill video game music video game music Perfection Perfection Videogame Music Videogame Music personal favourites personal favourites eargasms eargasms Czech Czech lush lush vgm vgm Aural Sex Aural Sex
Fake Plastic Trees,Radiohead,4.882053571428572,3.857321428571429,4.973392857142857,alternative,sad,"[('alternative', 100), ('alternative rock', 82), ('rock', 76), ('radiohead', 61), ('90s', 51), ('british', 32), ('beautiful', 26), ('indie', 25), ('sad', 25), ('Mellow', 20), ('favorites', 19), ('britpop', 18), ('melancholy', 16), ('indie rock', 13), ('melancholic', 11), ('Love', 11), ('acoustic', 10), ('Favorite', 8), ('chillout', 8), ('pop', 7)]",alternative alternative alternative alternative alternative alternative alternative alternative alternative alternative alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock rock rock rock rock rock rock rock radiohead radiohead radiohead radiohead radiohead radiohead 90s 90s 90s 90s 90s british british british beautiful beautiful indie indie sad sad Mellow Mellow favorites britpop melancholy indie rock melancholic Love acoustic
Girl,John Parish & Polly Jean Harvey,4.865,3.49,5.24,alternative,sad,"[('alternative', 100), ('freedom', 50), ('may', 50), ('ugly', 50), ('v0k4l str1ngs', 50)]",alternative alternative alternative alternative alternative alternative alternative alternative alternative alternative freedom freedom freedom freedom freedom may may may may may ugly ugly ugly ugly ugly v0k4l str1ngs v0k4l str1ngs v0k4l str1ngs v0k4l str1ngs v0k4l str1ngs
Mirror,Resurrection Band,3.19,5.0,3.21,hard rock,sad,"[('hard rock', 100), ('heavy metal', 50), ('christian rock', 50), ('desperate', 50), ('christian metal', 50)]",hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock heavy metal heavy metal heavy metal heavy metal heavy metal christian rock christian rock christian rock christian rock christian rock desperate desperate desperate desperate desperate christian metal christian metal christian metal christian metal christian metal
umbrella,The Northern Coast,6.665,3.79,6.155,indie,happy,"[('manc', 100), ('indie', 100), ('british', 100), ('singer-songwriter', 100), ('UK', 100), ('2008', 100), ('unsigned', 100), ('acoustic', 100), ('Lo-Fi', 100), ('beautiful', 100), ('cover', 100), ('whimsical', 100), ('Mellow', 100), ('Manchester', 100), ('lesser known yet streamable artists', 100), ('Rihanna', 100), ('fully streamable albums', 100), ('one man band', 100), ('umbrella', 100), ('acoustic electro', 100)]",manc manc manc manc manc manc manc manc manc manc indie indie indie indie indie indie indie indie indie indie british british british british british british british british british british singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter UK UK UK UK UK UK UK UK UK UK 2008 2008 2008 2008 2008 2008 2008 2008 2008 2008 unsigned unsigned unsigned unsigned unsigned unsigned unsigned unsigned unsigned unsigned acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful cover cover cover cover cover cover cover cover cover cover whimsical whimsical whimsical whimsical whimsical whimsical whimsical whimsical whimsical whimsical Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Manchester Manchester Manchester Manchester Manchester Manchester Manchester Manchester Manchester Manchester lesser known yet streamable artists lesser known yet streamable artists lesser known yet streamable artists lesser known yet streamable artists lesser known yet streamable artists lesser known yet streamable artists lesser known yet streamable artists lesser known yet streamable artists lesser known yet streamable artists lesser known yet streamable artists Rihanna Rihanna Rihanna Rihanna Rihanna Rihanna Rihanna Rihanna Rihanna Rihanna fully streamable albums fully streamable albums fully streamable albums fully streamable albums fully streamable albums fully streamable albums fully streamable albums fully streamable albums fully streamable albums fully streamable albums one man band one man band one man band one man band one man band one man band one man band one man band one man band one man band umbrella umbrella umbrella umbrella umbrella umbrella umbrella umbrella umbrella umbrella acoustic electro acoustic electro acoustic electro acoustic electro acoustic electro acoustic electro acoustic electro acoustic electro acoustic electro acoustic electro
Strip (feat. Kevin McCall),Chris Brown,7.42,5.375,6.295,r&b,happy,"[('rnb', 100), ('r&b', 50), ('Like', 50), ('sensual', 50), ('5 of 10 stars', 50)]",rnb rnb rnb rnb rnb rnb rnb rnb rnb rnb r&b r&b r&b r&b r&b Like Like Like Like Like sensual sensual sensual sensual sensual 5 of 10 stars 5 of 10 stars 5 of 10 stars 5 of 10 stars 5 of 10 stars
Underfoot,JK Flesh,4.52,3.635,4.23,industrial,sad,"[('industrial', 100), ('experimental', 50), ('dark', 50), ('bleak', 50), ('Post-Industrial', 50), ('Justin Broadrick', 50), ('industrial dub', 50), ('justin karl michael broadrick', 50)]",industrial industrial industrial industrial industrial industrial industrial industrial industrial industrial experimental experimental experimental experimental experimental dark dark dark dark dark bleak bleak bleak bleak bleak Post-Industrial Post-Industrial Post-Industrial Post-Industrial Post-Industrial Justin Broadrick Justin Broadrick Justin Broadrick Justin Broadrick Justin Broadrick industrial dub industrial dub industrial dub industrial dub industrial dub justin karl michael broadrick justin karl michael broadrick justin karl michael broadrick justin karl michael broadrick justin karl michael broadrick
The Wind,Billy Bob Thornton,2.7425,3.395,3.935,classic rock,sad,"[('Warren Zevon', 100), ('covers', 67), ('classic rock', 34), ('rock', 34), ('country', 34), ('alternative rock', 34), ('Progressive rock', 34), ('blues', 34), ('guitar', 34), ('cover', 34), ('folk rock', 34), ('sardonic', 34), ('blues rock', 34), ('male vocalist', 34), ('male vocalists', 34), ('alt country', 34), ('Southern Rock', 34), ('singer songwriter', 34), ('Awesome Guitar Jams', 34), ('weather', 34)]",Warren Zevon Warren Zevon Warren Zevon Warren Zevon Warren Zevon Warren Zevon Warren Zevon Warren Zevon Warren Zevon Warren Zevon covers covers covers covers covers covers classic rock classic rock classic rock rock rock rock country country country alternative rock alternative rock alternative rock Progressive rock Progressive rock Progressive rock blues blues blues guitar guitar guitar cover cover cover folk rock folk rock folk rock sardonic sardonic sardonic blues rock blues rock blues rock male vocalist male vocalist male vocalist male vocalists male vocalists male vocalists alt country alt country alt country Southern Rock Southern Rock Southern Rock singer songwriter singer songwriter singer songwriter Awesome Guitar Jams Awesome Guitar Jams Awesome Guitar Jams weather weather weather
Don't Care 'bout Nothin',Shotgun Messiah,3.85,5.64,4.6,hard rock,sad,"[('hard rock', 100), ('hair metal', 100), ('Glam Metal', 75), ('80s', 50), ('glam rock', 50), ('80s hard rock', 50), ('heavy metal', 25), ('rock', 25), ('rock n roll', 25), ('sleazy', 25), ('Cock rock', 25), ('80s Heavy Metal', 25), ('1989', 25), ('sleaze', 25), ('sleaze rock', 25), ('80s metal', 25), ('80s rock', 25), ('best of 1989', 25), ('sleazy rock', 25), (""bands i've seen live"", 25)]",hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hard rock hair metal hair metal hair metal hair metal hair metal hair metal hair metal hair metal hair metal hair metal Glam Metal Glam Metal Glam Metal Glam Metal Glam Metal Glam Metal Glam Metal 80s 80s 80s 80s 80s glam rock glam rock glam rock glam rock glam rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock 80s hard rock heavy metal heavy metal rock rock rock n roll rock n roll sleazy sleazy Cock rock Cock rock 80s Heavy Metal 80s Heavy Metal 1989 1989 sleaze sleaze sleaze rock sleaze rock 80s metal 80s metal 80s rock 80s rock best of 1989 best of 1989 sleazy rock sleazy rock bands i've seen live bands i've seen live
Stay and Fight,Tamar Braxton,6.37,3.945,6.22,soul,happy,"[('soul', 100), ('female vocalists', 50), ('smooth', 50), ('rnb', 50), ('sophisticated', 50), ('8 of 10 stars', 50), ('emotion', 50), ('2010s', 50), ('drama', 50), ('classy', 50), ('urbane', 50), ('tamar braxton', 50), ('smooth R&B', 50)]",soul soul soul soul soul soul soul soul soul soul female vocalists female vocalists female vocalists female vocalists female vocalists smooth smooth smooth smooth smooth rnb rnb rnb rnb rnb sophisticated sophisticated sophisticated sophisticated sophisticated 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars 8 of 10 stars emotion emotion emotion emotion emotion 2010s 2010s 2010s 2010s 2010s drama drama drama drama drama classy classy classy classy classy urbane urbane urbane urbane urbane tamar braxton tamar braxton tamar braxton tamar braxton tamar braxton smooth R&B smooth R&B smooth R&B smooth R&B smooth R&B
